67,79,144,82,127,5
66,78,144,81,128,5
65,78,143,81,129,5
65,78,144,81,130,5
66,78,144,81,131,5
66,78,143,81,132,5
64,71,142,80,133,5
64,77,142,80,134,5
64,77,143,79,135,5
63,78,143,81,136,5
61,80,140,81,137,5
61,80,139,81,138,5
59,78,139,81,139,5
57,78,135,80,140,5
57,77,134,79,141,5
57,75,133,77,142,5
57,78,134,79,143,5
57,78,134,79,144,5
58,80,136,81,145,5
59,79,135,82,146,5
58,80,134,83,147,5
55,77,132,79,148,5
55,77,132,78,149,5
54,78,132,80,150,5
56,80,133,81,151,6
56,80,134,83,152,6
57,78,134,81,153,6
58,80,134,81,154,6
57,81,134,82,155,6
59,81,135,83,156,6
56,78,133,81,157,6
56,78,133,81,158,6
56,78,133,81,159,6
58,80,136,81,160,6
59,81,137,82,161,6
58,80,134,81,162,6
56,70,133,80,163,6
59,81,136,83,164,6
56,78,133,80,165,6
56,80,134,81,166,6
57,81,135,84,167,6
56,80,133,81,168,6
56,79,133,81,169,6
56,80,134,81,170,6
56,80,133,81,171,6
56,79,134,81,172,6
58,80,134,81,173,6
56,78,133,79,174,6
56,80,134,81,175,6
56,80,134,81,176,6
57,81,135,82,177,6
56,80,134,81,178,6
56,80,134,81,179,6
59,81,135,82,180,6
58,78,133,81,181,7
58,78,134,81,182,7
59,79,135,81,183,7
58,80,134,83,184,7
56,78,133,80,185,7
56,78,133,79,186,7
59,79,135,81,187,7
56,78,134,81,188,7
58,78,135,81,189,7
59,79,137,81,190,7
58,80,136,81,191,7
58,80,136,81,192,7
57,77,135,78,193,7
58,78,136,80,194,7
60,77,139,79,195,7
62,80,140,72,196,7
63,78,141,75,197,7
63,78,141,81,198,7
62,78,141,81,199,7
63,77,141,77,200,7
62,79,141,76,201,7
63,77,140,72,202,7
64,77,143,79,203,7
65,77,143,80,204,7
66,77,144,79,205,7
66,78,143,76,206,7
66,78,144,72,207,7
66,80,145,83,208,7
64,77,143,72,209,7
66,77,144,79,210,7
66,78,145,81,211,8
67,79,144,72,212,8
66,78,144,81,213,8
69,80,147,81,214,8
68,78,145,81,215,8
69,79,147,82,216,8
67,78,146,81,217,8
68,78,147,81,218,8
68,78,145,81,219,8
68,80,147,83,220,8
70,78,147,81,221,8
69,78,147,83,222,8
69,78,147,81,223,8
71,77,149,81,224,8
70,78,148,81,225,8
70,78,148,81,226,8
70,77,148,79,227,8
71,77,147,81,228,8
72,79,150,82,229,8
70,77,147,79,230,8
69,77,147,81,231,8
70,77,148,80,232,8
71,77,149,80,233,8
71,77,149,81,234,8
70,77,149,81,235,8
69,77,147,79,236,8
69,77,147,79,237,8
70,78,148,81,238,8
69,78,147,81,239,8
70,77,149,81,240,8
70,77,148,79,241,9
70,77,149,79,242,9
69,77,149,81,243,9
69,77,147,79,244,9
69,78,147,81,245,9
69,77,147,79,246,9
71,77,150,81,247,9
70,77,149,81,248,9
69,77,147,81,249,9
70,77,148,81,250,9
69,77,147,79,251,9
69,77,148,81,252,9
70,77,148,81,253,9
68,75,146,78,254,9
71,77,150,81,255,9
72,77,150,80,256,9
69,77,147,81,257,9
70,77,149,81,258,9
70,77,147,81,259,9
69,77,148,79,260,9
70,77,148,81,261,9
69,77,147,79,262,9
69,77,146,80,263,9
68,77,146,79,264,9
69,77,147,81,265,9
68,77,147,79,266,9
70,77,148,81,267,9
69,77,146,80,268,9
72,79,150,82,269,9
70,77,147,79,270,9
70,77,148,81,271,10
70,77,148,80,272,10
70,77,149,81,273,10
72,78,150,83,274,10
70,77,147,81,275,10
70,77,149,81,276,10
69,77,148,80,277,10
67,77,146,79,278,10
67,76,146,80,279,10
69,77,146,80,280,10
70,77,148,81,281,10
70,78,149,81,282,10
71,78,148,81,283,10
69,77,148,80,284,10
70,77,147,79,285,10
69,77,147,79,286,10
69,77,147,81,287,10
69,77,147,79,288,10
68,75,146,78,289,10
71,77,149,81,290,10
67,77,146,80,291,10
66,77,144,79,292,10
65,77,143,79,293,10
64,76,143,78,294,10
66,77,144,79,295,10
66,77,144,81,296,10
64,77,144,79,297,10
63,78,143,80,298,10
62,75,139,78,299,10
61,77,138,80,300,10
57,76,135,77,301,11
61,77,137,80,302,11
61,77,139,80,303,11
59,77,137,80,304,11
61,77,138,80,305,11
59,77,137,80,306,11
59,77,137,78,307,11
59,77,135,78,308,11
59,78,135,80,309,11
59,78,135,80,310,11
57,77,134,79,311,11
58,77,134,80,312,11
59,78,135,81,313,11
59,78,135,81,314,11
59,78,135,79,315,11
58,78,134,81,316,11
59,77,136,80,317,11
57,77,134,79,318,11
59,78,135,80,319,11
59,77,135,79,320,11
59,78,135,81,321,11
58,77,134,78,322,11
59,77,135,80,323,11
59,78,136,80,324,11
58,77,136,80,325,11
57,77,134,79,326,11
61,80,137,81,327,11
59,78,137,81,328,11
59,80,136,81,329,11
60,78,138,81,330,11
58,78,135,81,331,12
58,78,135,80,332,12
62,79,138,81,333,12
58,78,135,80,334,12
59,78,137,80,335,12
59,78,136,80,336,12
59,79,135,81,337,12
59,78,135,80,338,12
59,77,136,80,339,12
58,77,134,78,340,12
59,78,137,80,341,12
61,80,138,83,342,12
59,80,136,81,343,12
57,77,134,78,344,12
57,77,134,78,345,12
58,78,134,80,346,12
59,79,135,81,347,12
59,80,136,81,348,12
59,79,137,81,349,12
61,78,140,81,350,12
61,78,140,81,351,12
66,78,143,81,352,12
66,79,144,82,353,12
66,78,144,81,354,12
66,78,143,81,355,12
65,78,143,80,356,12
65,77,143,80,357,12
69,78,147,81,358,12
68,77,144,80,359,12
69,77,147,80,360,12
69,76,146,78,361,13
69,77,146,79,362,13
71,77,147,80,363,13
70,77,148,79,364,13
70,77,147,79,365,13
72,78,150,82,366,13
69,77,148,80,367,13
70,77,147,81,368,13
69,75,146,78,369,13
69,75,147,78,370,13
68,77,146,79,371,13
69,75,147,78,372,13
69,76,146,80,373,13
69,77,147,79,374,13
70,75,147,79,375,13
69,76,146,80,376,13
69,75,147,79,377,13
70,77,148,81,378,13
68,75,146,79,379,13
70,77,147,81,380,13
70,77,148,81,381,13
69,77,146,81,382,13
68,77,146,81,383,13
70,76,148,80,384,13
69,76,146,80,385,13
69,75,146,79,386,13
70,77,147,81,387,13
69,76,146,80,388,13
70,76,148,80,389,13
71,75,148,79,390,13
69,76,146,80,391,14
68,75,146,79,392,14
68,75,146,79,393,14
70,75,147,79,394,14
69,77,147,81,395,14
68,75,147,79,396,14
67,75,146,79,397,14
69,77,147,81,398,14
69,78,147,81,399,14
68,77,146,80,400,14
69,78,147,80,401,14
69,77,147,78,402,14
69,79,147,81,403,14
69,79,147,81,404,14
71,78,149,81,405,14
70,79,148,81,406,14
69,75,147,78,407,14
70,78,148,81,408,14
68,77,145,80,409,14
68,77,145,80,410,14
67,78,145,81,411,14
64,75,141,78,412,14
65,77,143,80,413,14
63,76,141,78,414,14
64,78,143,81,415,14
63,77,142,80,416,14
63,78,141,81,417,14
63,77,142,80,418,14
63,78,141,79,419,14
63,78,142,80,420,14
65,78,141,80,421,15
63,78,141,81,422,15
64,79,143,81,423,15
65,80,143,81,424,15
65,78,142,80,425,15
65,81,144,83,426,15
64,77,140,78,427,15
65,78,143,80,428,15
64,80,143,81,429,15
64,80,143,81,430,15
64,80,142,81,431,15
64,80,143,81,432,15
64,80,142,81,433,15
65,80,143,81,434,15
62,78,140,81,435,15
63,78,140,79,436,15
64,80,141,81,437,15
62,79,140,79,438,15
64,80,139,81,439,15
60,77,137,78,440,15
61,78,139,80,441,15
62,79,138,81,442,15
62,78,138,79,443,15
61,78,137,80,444,15
61,78,139,80,445,15
62,78,139,80,446,15
62,78,139,80,447,15
62,78,137,80,448,15
62,80,139,81,449,15
59,78,137,80,450,15
60,78,137,79,451,16
62,78,139,78,452,16
62,78,139,80,453,16
62,78,138,78,454,16
64,81,141,83,455,16
64,80,140,81,456,16
62,78,139,80,457,16
64,80,141,81,458,16
62,80,140,81,459,16
63,80,141,81,460,16
61,78,138,78,461,16
62,80,140,81,462,16
64,80,141,81,463,16
62,78,139,80,464,16
64,77,140,78,465,16
67,80,145,81,466,16
65,77,143,80,467,16
66,78,144,79,468,16
64,77,143,78,469,16
66,78,144,79,470,16
64,77,143,78,471,16
63,75,142,78,472,16
66,77,143,78,473,16
66,77,144,79,474,16
66,77,144,78,475,16
64,75,143,78,476,16
65,77,143,80,477,16
66,75,143,78,478,16
66,75,143,78,479,16
63,76,142,78,480,16
66,75,143,78,481,17
66,75,143,79,482,17
66,76,144,79,483,17
68,77,145,80,484,17
67,78,145,81,485,17
67,76,145,79,486,17
66,77,144,80,487,17
66,77,144,80,488,17
66,77,144,80,489,17
66,77,144,80,490,17
66,76,144,79,491,17
67,76,145,79,492,17
66,77,143,80,493,17
66,77,144,80,494,17
65,75,142,78,495,17
67,78,144,81,496,17
66,77,143,80,497,17
64,75,143,78,498,17
67,75,143,78,499,17
66,77,144,79,500,17
66,77,144,79,501,17
65,77,143,80,502,17
66,77,143,79,503,17
64,75,143,78,504,17
66,77,143,79,505,17
65,77,144,80,506,17
64,77,142,80,507,17
64,77,143,79,508,17
64,76,142,78,509,17
64,76,142,78,510,17
64,77,143,79,511,18
66,77,143,80,512,18
64,77,142,78,513,18
64,77,142,78,514,18
64,75,141,78,515,18
64,75,142,79,516,18
64,77,142,78,517,18
63,75,140,77,518,18
63,75,140,77,519,18
63,77,140,78,520,18
62,76,139,78,521,18
63,77,140,79,522,18
63,77,141,78,523,18
64,75,140,78,524,18
61,75,139,77,525,18
63,75,140,78,526,18
62,76,139,77,527,18
63,77,141,80,528,18
63,77,141,80,529,18
62,76,139,78,530,18
64,78,143,79,531,18
65,75,142,78,532,18
63,77,141,79,533,18
65,77,141,80,534,18
63,75,141,78,535,18
63,77,141,80,536,18
65,78,142,80,537,18
66,78,144,81,538,18
63,77,141,80,539,18
64,78,142,81,540,18
64,78,141,79,541,19
63,77,140,78,542,19
64,80,141,81,543,19
61,78,137,78,544,19
62,77,139,80,545,19
63,77,140,80,546,19
64,78,140,80,547,19
62,78,139,80,548,19
62,78,140,80,549,19
64,80,140,81,550,19
63,78,140,81,551,19
62,80,140,81,552,19
61,77,139,80,553,19
62,77,139,80,554,19
61,78,138,80,555,19
62,77,140,80,556,19
62,78,139,80,557,19
64,80,141,81,558,19
63,80,140,81,559,19
64,78,140,80,560,19
64,80,141,81,561,19
62,78,140,81,562,19
62,77,137,78,563,19
62,78,138,80,564,19
62,78,138,80,565,19
62,78,139,80,566,19
60,78,138,81,567,19
61,78,139,80,568,19
62,78,138,79,569,19
61,78,138,80,570,19
62,78,138,80,571,20
62,78,138,80,572,20
59,78,136,80,573,20
60,79,135,81,574,20
59,80,135,81,575,20
61,78,135,80,576,20
61,80,136,81,577,20
59,80,135,81,578,20
60,81,137,81,579,20
61,80,136,81,580,20
60,81,136,81,581,20
61,80,137,81,582,20
61,80,135,81,583,20
61,80,135,81,584,20
61,80,137,81,585,20
63,80,138,81,586,20
63,80,143,81,587,20
64,80,143,81,588,20
64,79,143,81,589,20
69,80,145,81,590,20
70,78,147,81,591,20
71,78,147,81,592,20
71,78,147,81,593,20
71,77,147,78,594,20
70,75,146,78,595,20
69,77,144,80,596,20
69,77,147,80,597,20
69,77,146,80,598,20
70,76,147,79,599,20
70,75,146,78,600,20
69,76,145,77,601,21
68,75,145,77,602,21
70,75,147,78,603,21
69,75,145,78,604,21
71,77,147,80,605,21
69,77,147,80,606,21
71,77,147,80,607,21
69,77,146,80,608,21
69,77,147,80,609,21
71,77,147,80,610,21
71,78,147,80,611,21
69,75,146,78,612,21
70,75,147,78,613,21
69,75,146,78,614,21
70,75,147,78,615,21
70,77,147,79,616,21
69,77,145,79,617,21
70,75,147,78,618,21
69,75,146,77,619,21
69,77,145,79,620,21
69,75,145,78,621,21
71,77,147,80,622,21
69,75,146,78,623,21
70,78,147,81,624,21
71,77,147,80,625,21
69,77,147,79,626,21
70,77,147,79,627,21
70,77,146,79,628,21
70,77,147,79,629,21
71,77,147,80,630,21
69,75,146,78,631,22
70,77,148,79,632,22
69,76,146,78,633,22
71,77,148,80,634,22
67,75,146,78,635,22
66,78,146,80,636,22
61,77,142,78,637,22
63,80,142,81,638,22
63,78,140,79,639,22
61,81,140,83,640,22
59,80,138,81,641,22
59,78,137,80,642,22
59,78,137,80,643,22
59,78,134,78,644,22
59,78,134,78,645,22
60,81,134,81,646,22
59,80,134,80,647,22
59,79,135,79,648,22
58,78,134,80,649,22
58,78,133,78,650,22
59,78,134,78,651,22
59,78,135,78,652,22
57,78,134,78,653,22
59,78,135,80,654,22
59,78,135,80,655,22
59,78,134,80,656,22
59,78,134,80,657,22
59,78,135,80,658,22
58,77,134,78,659,22
59,77,134,78,660,22
59,79,135,81,661,23
53,72,134,78,662,23
54,72,135,80,663,23
55,72,135,79,664,23
56,72,133,78,665,23
57,72,135,79,666,23
58,72,134,78,667,23
53,72,135,80,668,23
53,72,137,79,669,23
53,72,136,78,670,23
61,77,139,80,671,23
65,80,142,81,672,23
68,78,144,81,673,23
69,77,144,80,674,23
69,78,146,81,675,23
69,77,145,80,676,23
69,78,145,81,677,23
69,75,146,78,678,23
69,77,146,80,679,23
70,78,147,81,680,23
71,77,146,80,681,23
69,77,145,80,682,23
56,73,144,79,683,23
57,75,146,80,684,23
58,75,146,80,685,23
56,75,145,80,686,23
56,75,147,81,687,23
55,75,146,80,688,23
57,73,145,79,689,23
56,74,147,81,690,23
56,73,145,78,691,24
56,73,145,77,692,24
56,73,144,79,693,24
56,73,147,80,694,24
69,77,147,80,695,24
69,77,145,80,696,24
69,77,145,80,697,24
65,77,143,80,698,24
64,79,143,82,699,24
56,73,140,80,700,24
